year,term,Time,modality,course,pct_grade,d_grade
2023,Spring,Online,,146,97.54,4
2023,Spring,Online,,146,95.35,4
2023,Spring,Online,,146,98.62,4
2023,Spring,Online,,146 S,96.42,4
2023,Spring,Online,,146 S,100.49,4
2023,Spring,Online,,146 S,95.93,4
2023,Spring,Online,,146 S,101.7,4
2023,Spring,Online,,146 S,96.48,4
2023,Spring,Online,,146 S,98.36,4
2023,Spring,Online,,146 S,94.64,4
2023,Spring,Online,,146 S,98.87,4
2023,Spring,Online,,146 S,99.12,4
2023,Fall,9:30,"Hybrid, 1 hour",211,97.33,4
2023,Fall,9:30,"Hybrid, 1 hour",211,100.18,4
2023,Fall,9:30,"Hybrid, 1 hour",211,100.56,4
2023,Fall,9:30,"Hybrid, 1 hour",211,95.56,4
2023,Fall,9:30,"Hybrid, 1 hour",211,98.1,4
2023,Fall,9:30,"Hybrid, 1 hour",211,97.63,4
2023,Fall,10:30,"Hybrid, 2 hours",146,99.64,4
2023,Fall,10:30,"Hybrid, 2 hours",146,96.98,4
2023,Fall,10:30,"Hybrid, 2 hours",146,101.73,4
2023,Fall,10:30,"Hybrid, 2 hours",146,98.85,4
2023,Fall,10:30,"Hybrid, 2 hours",146,100.42,4
2023,Fall,10:30,"Hybrid, 2 hours",146,97.73,4
2023,Fall,10:30,"Hybrid, 2 hours",146,96.5,4
2024,Winter,Online,,146 S,96.13,4
2024,Winter,Online,,146 S,96.52,4
2024,Winter,Online,,146 S,99.11,4
2024,Winter,Online,,146 S,98.45,4
2024,Winter,Online,,146 S,95.11,4
2024,Winter,Online,,146 S,98.61,4
2024,Winter,Online,,146 S,95.81,4
2024,Winter,Online,,146 S,94.93,4
2024,Winter,Online,,146 S,97.4,4
2024,Winter,Online,,146 S,100.91,4
2024,Winter,Online,,146 S,100.74,4
2024,Winter,10:30,"Hybrid, 2 hours",146 S,99.04,4
2024,Winter,10:30,"Hybrid, 2 hours",146 S,95.36,4
2024,Winter,10:30,"Hybrid, 2 hours",146 S,97.26,4
2024,Winter,10:30,"Hybrid, 2 hours",146 S,98.13,4
2024,Winter,10:30,"Hybrid, 2 hours",146 S,94.96,4
2024,Spring,10:30,"Hybrid, 2 hours",146 S,93.6,4
2024,Summer,Online,,146 S,96.64,4
2024,Summer,Online,,146 S,99.35,4
2024,Summer,Online,,148,97.01,4
2024,Summer,Online,,148,97.76,4
2024,Summer,Online,,148,96.91,4
2024,Summer,Online,,211,96.26,4
2024,Summer,Online,,211,94.96,4
2024,Fall,Online,,146,98,4
2024,Fall,Online,,146,97.81,4
2024,Fall,Online,,146,99.1,4
2024,Fall,Online,,146,95.39,4
2024,Fall,Online,,146,98.15,4
2024,Fall,Online,,146,100.39,4
2024,Fall,Online,,146,96.96,4
2024,Fall,Online,,146,99.28,4
2024,Fall,10:30,"Hybrid, 2 hours",107 S,96.72,4
2024,Fall,10:30,"Hybrid, 2 hours",099 S,96.08,4
2024,Fall,10:30,"Hybrid, 2 hours",099 S,94.76,4
2024,Fall,10:30,"Hybrid, 2 hours",099 S,94.55,4
2024,Fall,10:30,"Hybrid, 2 hours",099 S,100,4
2025,Summer,Online,,146 S,98.06,4
2025,Summer,Online,,146 S,96.9,4
2025,Summer,Online,,146 S,98.77,4
2025,Summer,Online,,211,95.1,4
2025,Summer,Online,,211,96.49,4
2025,Summer,Online,,211,98.88,4
2025,Summer,Online,,211,97.9,4
2025,Summer,Online,,211,96.15,4
2025,Summer,Online,,211,97.58,4
2025,Summer,Online,,211,96.44,4
